coco_file_name,img_core,wall,drift,drift_num,sign,cycle,view,load_step_id,state
IMG_3379_JPG_JPG.rf.e3b150b940dfe5cf05da701b9708a241.jpg,IMG_3379,N40,0.50,0.5,-,2,close-up,N40|0.50|-|2,peak
IMG_4141_JPG_JPG.rf.859d6ecdc15ee2edb082af73f2c58d28.jpg,IMG_4141,RW20,0.25,0.25,-,2,close-up,RW20|0.25|-|2,peak
IMG_3930_JPG_JPG.rf.1651df74023f2c0cec77d9ec99fa1b09.jpg,IMG_3930,RW20T,0.75,0.75,+,2,close-up,RW20T|0.75|+|2,peak
IMG_3962_JPG_JPG.rf.5f9ff8eabbd29ecc39bd0f445cac7f0e.jpg,IMG_3962,RW20T,1.00,1.0,+,2,close-up,RW20T|1.00|+|2,peak
IMG_1920_JPG_JPG.rf.3c0690a025400796ea3a066e8bfa9070.jpg,IMG_1920,RW40,0.25,0.25,+,1,close-up,RW40|0.25|+|1,peak
IMG_3279_jpg.rf.e145ddf8c0b826cdcd1e1d8e367c3537.jpg,IMG_3279,N40,Initial,,,,overview,N40|Initial|None|None,initial
IMG_3347_JPG_JPG.rf.3ecc1b76f30c0318c4c490bd7d6bac3b.jpg,IMG_3347,N40,0.25,0.25,-,2,overview,N40|0.25|-|2,peak
IMG_2138_JPG_JPG.rf.48e415afbc1e8d64078915831b5c0230.jpg,IMG_2138,RW40,0.75,0.75,+,2,Bottom,RW40|0.75|+|2,peak
IMG_3960_JPG_JPG.rf.9c43263a51c20c363c4bfbc1c0b1f2ed.jpg,IMG_3960,RW20T,1.00,1.0,+,2,Bottom,RW20T|1.00|+|2,peak
IMG_4223_JPG_JPG.rf.192bda0d310d6932efb572c76aa66d1f.jpg,IMG_4223,RW20,1.00,1.0,+,2,Side,RW20|1.00|+|2,peak
IMG_4259_JPG_JPG.rf.a9e042fe253d4e46fd9d0481c8d46772.jpg,IMG_4259,RW20,1.5,1.5,+,2,Side,RW20|1.5|+|2,peak
IMG_3929_JPG_JPG.rf.01f76d2fb8612b95be6a69ccf123965e.jpg,IMG_3929,RW20T,0.75,0.75,+,2,Bottom,RW20T|0.75|+|2,peak
IMG_4027_JPG_JPG.rf.fd31474cd56ff6e7908c2cfe2e81c3e5.jpg,IMG_4027,RW20T,1.6,1.6,-,1,Bottom,RW20T|1.6|-|1,peak
IMG_4220_JPG_JPG.rf.4766bcbf1c4f96eed69a1a0a0974bec3.jpg,IMG_4220,RW20,1.00,1.0,+,2,close-up,RW20|1.00|+|2,peak
IMG_4289_JPG_JPG.rf.c04677b6e1a83702b8564db0690ef8dd.jpg,IMG_4289,RW20,2.00,2.0,+,2,overview,RW20|2.00|+|2,peak
IMG_1973_JPG_JPG.rf.eaa81df8d68d7c22e0a4c64915aea453.jpg,IMG_1973,RW40,Q0-after-0.25,0.25,-,2,overview,RW40|Q0-after-0.25|-|2,residual
IMG_1893_JPG_JPG.rf.93de78d93be97d3823a8069058a2efb8.jpg,IMG_1893,RW40,Initial,,,,overview,RW40|Initial|None|None,initial
IMG_3362_JPG_JPG.rf.d8a6fa2f3b838ba1e9b8c848c2d7f724.jpg,IMG_3362,N40,0.50,0.5,+,2,Bottom,N40|0.50|+|2,peak
IMG_1934_JPG_JPG.rf.9a668fce696b54c795ddd2fe35475fc8.jpg,IMG_1934,RW40,0.25,0.25,+,2,overview,RW40|0.25|+|2,peak
IMG_2046_JPG_JPG.rf.f0e454142866b1958913788934cfcbd5.jpg,IMG_2046,RW40,Q0-after-0.5,0.5,+,2,overview,RW40|Q0-after-0.5|+|2,residual
IMG_3426_JPG_JPG.rf.b6c62ded9849bf78b389ad22b82c8269.jpg,IMG_3426,N40,1.00,1.0,+,2,overview,N40|1.00|+|2,peak
IMG_2017_JPG_JPG.rf.25a35ed7085f38d3d22e3cbbdaaf5334.jpg,IMG_2017,RW40,0.50,0.5,-,1,close-up,RW40|0.50|-|1,peak
IMG_3428_JPG_JPG.rf.e7ba729d533cdf547346fdf6010e4c40.jpg,IMG_3428,N40,1.00,1.0,+,2,close-up,N40|1.00|+|2,peak
IMG_3377_JPG_JPG.rf.6b187f8b03d778b5c4e384bd5becbe28.jpg,IMG_3377,N40,0.50,0.5,-,2,close-up,N40|0.50|-|2,peak
IMG_4110_JPG_JPG.rf.40de24cd4b0d1c7555f928e80d1d14ec.jpg,IMG_4110,RW20,0.125,0.125,+,2,Bottom,RW20|0.125|+|2,peak
IMG_3389_JPG_JPG.rf.621f86b7f36265b2ac314451620e5676.jpg,IMG_3389,N40,0.75,0.75,+,2,overview,N40|0.75|+|2,peak
IMG_1925_JPG_JPG.rf.7354040938dcfdc3bcd282feb486d172.jpg,IMG_1925,RW40,0.25,0.25,-,1,Bottom,RW40|0.25|-|1,peak
IMG_4118_JPG_JPG.rf.202c551b5dd96e50e9c787c9e55ca5c3.jpg,IMG_4118,RW20,0.125,0.125,-,2,overview,RW20|0.125|-|2,peak
IMG_4257_JPG_JPG.rf.3d03f1878a46b511b1647f2e27020e54.jpg,IMG_4257,RW20,1.5,1.5,+,2,Side,RW20|1.5|+|2,peak
IMG_3884_JPG_JPG.rf.481e2ff55d7d369c9f4cc9f5424355f1.jpg,IMG_3884,RW20T,0.25,0.25,-,2,Bottom,RW20T|0.25|-|2,peak
IMG_4249_JPG_JPG.rf.0b033649d0e28fe317fc04dc867c3661.jpg,IMG_4249,RW20,1.5,1.5,+,2,overview,RW20|1.5|+|2,peak
IMG_4144_JPG_JPG.rf.2463fd72851595e8f1ad4bd7d2274f74.jpg,IMG_4144,RW20,0.25,0.25,-,2,Side,RW20|0.25|-|2,peak
IMG_4216_JPG_JPG.rf.4c12d436cdf574b9f7d0d25dd505cdd6.jpg,IMG_4216,RW20,1.00,1.0,+,2,close-up,RW20|1.00|+|2,peak
IMG_1911_JPG_JPG.rf.fb5aaf73e353ad922d178a670993105c.jpg,IMG_1911,RW40,0.125,0.125,-,2,overview,RW40|0.125|-|2,peak
IMG_4159_JPG_JPG.rf.e33279071ac258d940deee0be69828da.jpg,IMG_4159,RW20,0.50,0.5,+,2,Side,RW20|0.50|+|2,peak
IMG_4300_JPG_JPG.rf.f79a77cd105806558193b3f24d73fa25.jpg,IMG_4300,RW20,2.00,2.0,+,2,Side,RW20|2.00|+|2,peak
IMG_4125_JPG_JPG.rf.643a50960cf26cee59f7bdf62a405f07.jpg,IMG_4125,RW20,0.125,0.125,-,2,Side,RW20|0.125|-|2,peak
IMG_3863_JPG_JPG.rf.4221b3ba233eb08a719202c8dd3b2e3f.jpg,IMG_3863,RW20T,0.125,0.125,-,2,Bottom,RW20T|0.125|-|2,peak
IMG_3425_JPG_JPG.rf.e11219d6b83c381a27e9989916ca2e79.jpg,IMG_3425,N40,1.00,1.0,+,2,overview,N40|1.00|+|2,peak
IMG_3414_JPG_JPG.rf.2efe2aeea7c095250395656fc36de3dd.jpg,IMG_3414,N40,0.75,0.75,-,2,Bottom,N40|0.75|-|2,peak
IMG_2075_JPG_JPG.rf.68236cd7b6480bc8c61d5310607537f0.jpg,IMG_2075,RW40,Q0-after-0.5,0.5,-,2,overview,RW40|Q0-after-0.5|-|2,residual
IMG_1974_JPG_JPG.rf.104534609eef47ab9523d96e2d9518c6.jpg,IMG_1974,RW40,Q0-after-0.25,0.25,-,2,Bottom,RW40|Q0-after-0.25|-|2,residual
IMG_2007_JPG_JPG.rf.4957f6a998588b9f1cbddeab343e1409.jpg,IMG_2007,RW40,0.50,0.5,-,1,,RW40|0.50|-|1,peak
IMG_4169_JPG_JPG.rf.67eae0f0684bf2a3e093c18462d2ad6d.jpg,IMG_4169,RW20,0.50,0.5,-,2,close-up,RW20|0.50|-|2,peak
IMG_4138_JPG_JPG.rf.f4a60fce0f635d37241c5da8e9812541.jpg,IMG_4138,RW20,0.25,0.25,-,2,Bottom,RW20|0.25|-|2,peak
IMG_4137_JPG_JPG.rf.f677d1d4622aba21b78ea3f0097737ad.jpg,IMG_4137,RW20,0.25,0.25,-,2,overview,RW20|0.25|-|2,peak
IMG_1957_JPG_JPG.rf.3f402819aff5179bd8a770b74b307710.jpg,IMG_1957,RW40,0.25,0.25,-,2,Bottom,RW40|0.25|-|2,peak
IMG_4130_JPG_JPG.rf.e9af789647b5b1136ca7df8a2a1eebc1.jpg,IMG_4130,RW20,0.25,0.25,+,2,close-up,RW20|0.25|+|2,peak
IMG_2119_JPG_JPG.rf.608fcbd7fcd9bd193df918ccaee002e8.jpg,IMG_2119,RW40,0.75,0.75,-,1,overview,RW40|0.75|-|1,peak
IMG_4207_JPG_JPG.rf.1ef388c9aabeb9da15d0526c1fab5bb0.jpg,IMG_4207,RW20,0.75,0.75,-,2,Side,RW20|0.75|-|2,peak
IMG_2077_JPG_JPG.rf.61c7791cb33d1f03d5d2c6305ea7df88.jpg,IMG_2077,RW40,Q0-after-0.5,0.5,-,2,close-up,RW40|Q0-after-0.5|-|2,residual
IMG_4177_JPG_JPG.rf.aef0525637bd04ce8580c006181f4cf5.jpg,IMG_4177,RW20,0.50,0.5,-,2,Side,RW20|0.50|-|2,peak
IMG_2040_JPG_JPG.rf.46e1270ae46f1bf5cea780b2461af007.jpg,IMG_2040,RW40,0.50,0.5,+,2,close-up,RW40|0.50|+|2,peak
IMG_3856_JPG_JPG.rf.97b1780887b1173e46bcc362e73b3bb2.jpg,IMG_3856,RW20T,0.125,0.125,+,2,overview,RW20T|0.125|+|2,peak
IMG_4164_JPG_JPG.rf.419ea54878259ec85fac66a6205bb338.jpg,IMG_4164,RW20,0.50,0.5,+,2,Side,RW20|0.50|+|2,peak
IMG_3437_JPG_JPG.rf.654f39fb1c62fade49459173fd460f57.jpg,IMG_3437,N40,1.00,1.0,+,2,Side,N40|1.00|+|2,peak
IMG_4231_JPG_JPG.rf.83849e0498f950e45aa466c2b0a05ac5.jpg,IMG_4231,RW20,1.00,1.0,-,2,overview,RW20|1.00|-|2,peak
IMG_3337_JPG_JPG.rf.07c772b94e9fc939132623170bf457de.jpg,IMG_3337,N40,0.25,0.25,+,2,Bottom,N40|0.25|+|2,peak
IMG_1915_JPG_JPG.rf.aea83218dfe8a4bc2162c4f69e4761d7.jpg,IMG_1915,RW40,Q0-after-0.125,0.125,-,2,Bottom,RW40|Q0-after-0.125|-|2,residual
IMG_4148_JPG_JPG.rf.875f8c144a93b95a0b6c2a471328063f.jpg,IMG_4148,RW20,0.25,0.25,-,2,close-up,RW20|0.25|-|2,peak
IMG_4252_JPG_JPG.rf.05f3463b01d48d48ce5d5094d78abe2b.jpg,IMG_4252,RW20,1.5,1.5,+,2,close-up,RW20|1.5|+|2,peak
IMG_3446_JPG_JPG.rf.f471da04e4999e21538e15196b744aca.jpg,IMG_3446,N40,1.00,1.0,-,2,overview,N40|1.00|-|2,peak
IMG_4205_JPG_JPG.rf.be04a62bf9bc415d8af055952271c487.jpg,IMG_4205,RW20,0.75,0.75,-,2,close-up,RW20|0.75|-|2,peak
IMG_4215_JPG_JPG.rf.b332437f31c697b1a57c2d2839554c23.jpg,IMG_4215,RW20,1.00,1.0,+,2,close-up,RW20|1.00|+|2,peak
IMG_1916_JPG_JPG.rf.622a1ba3844b0d7a20c58a182a83e654.jpg,IMG_1916,RW40,Q0-after-0.125,0.125,-,2,close-up,RW40|Q0-after-0.125|-|2,residual
IMG_3897_JPG_JPG.rf.e765499a660b74c73be6265e96f3da02.jpg,IMG_3897,RW20T,0.50,0.5,+,2,Bottom,RW20T|0.50|+|2,peak
IMG_1936_JPG_JPG.rf.32ccf62392a593a798d8f5ed066de6b6.jpg,IMG_1936,RW40,0.25,0.25,+,2,Bottom,RW40|0.25|+|2,peak
IMG_3908_JPG_JPG.rf.52aa8006b5642b6deede7682a00d2552.jpg,IMG_3908,RW20T,0.50,0.5,+,2,close-up,RW20T|0.50|+|2,peak
IMG_4121_JPG_JPG.rf.c7a9bbe47beaef09697f2e09e55a3a06.jpg,IMG_4121,RW20,0.125,0.125,-,2,close-up,RW20|0.125|-|2,peak
IMG_1908_JPG_JPG.rf.c067f1ab10e5d06ab9b518e3873eae60.jpg,IMG_1908,RW40,0.125,0.125,+,2,overview,RW40|0.125|+|2,peak
IMG_4132_JPG_JPG.rf.2828aada6c91ef13442b679931a9a538.jpg,IMG_4132,RW20,0.25,0.25,+,2,close-up,RW20|0.25|+|2,peak
IMG_4154_JPG_JPG.rf.8bfd928eafa4abe9cfcc4a3cccb71f28.jpg,IMG_4154,RW20,0.50,0.5,+,2,Bottom,RW20|0.50|+|2,peak
IMG_3363_JPG_JPG.rf.bfb507262657f702c9a0827c6f45bb95.jpg,IMG_3363,N40,0.50,0.5,+,2,close-up,N40|0.50|+|2,peak
IMG_3372_JPG_JPG.rf.2645059644f2eb0eaf9cdbea847b9e8e.jpg,IMG_3372,N40,0.50,0.5,-,2,overview,N40|0.50|-|2,peak
IMG_3381_JPG_JPG.rf.2260172ee4f2ec85453db53150465fc0.jpg,IMG_3381,N40,0.50,0.5,-,2,Side,N40|0.50|-|2,peak
IMG_4234_JPG_JPG.rf.38ca0c910d4573779b5bc4f803b39e30.jpg,IMG_4234,RW20,1.00,1.0,-,2,close-up,RW20|1.00|-|2,peak
IMG_2154_JPG_JPG.rf.87cd38c76619738d35499adf658d61fb.jpg,IMG_2154,RW40,Q0-after-0.75,0.75,+,2,Bottom,RW40|Q0-after-0.75|+|2,residual
IMG_1904_JPG_JPG.rf.c22465a15a6530db0be77833dc5b8878.jpg,IMG_1904,RW40,0.125,0.125,-,1,Bottom,RW40|0.125|-|1,peak
IMG_4265_JPG_JPG.rf.98e1df5c076a01f23904a543fa993182.jpg,IMG_4265,RW20,1.5,1.5,-,2,Bottom,RW20|1.5|-|2,peak
IMG_1903_JPG_JPG.rf.48882eeee37208b2bee06092864e6c75.jpg,IMG_1903,RW40,0.125,0.125,-,1,overview,RW40|0.125|-|1,peak
IMG_4291_JPG_JPG.rf.21a3804db5bae77bf0d32435079fd56d.jpg,IMG_4291,RW20,2.00,2.0,+,2,close-up,RW20|2.00|+|2,peak
IMG_3328_JPG_JPG.rf.94dbf7eb7ee71927f86371b64451775d.jpg,IMG_3328,N40,0.125,0.125,-,2,close-up,N40|0.125|-|2,peak
IMG_4209_JPG_JPG.rf.910043d17e8ca65088c08a9ddb607641.jpg,IMG_4209,RW20,0.75,0.75,-,2,Side,RW20|0.75|-|2,peak
IMG_1947_JPG_JPG.rf.201d6e7a1d762e933fc1294236190624.jpg,IMG_1947,RW40,0.25,0.25,+,2,overview,RW40|0.25|+|2,peak
IMG_3374_JPG_JPG.rf.ed0457560009e2c525f2da59fb08d638.jpg,IMG_3374,N40,0.50,0.5,-,2,close-up,N40|0.50|-|2,peak
IMG_4208_JPG_JPG.rf.32d24b385bedc19f48c3dcfac46960c5.jpg,IMG_4208,RW20,0.75,0.75,-,2,Side,RW20|0.75|-|2,peak
IMG_4182_JPG_JPG.rf.2e2aa1e856fac43466d27ecc5d08806f.jpg,IMG_4182,RW20,0.75,0.75,+,2,close-up,RW20|0.75|+|2,peak
IMG_1956_JPG_JPG.rf.fb357153a35a804cff54fb153997ec46.jpg,IMG_1956,RW40,0.25,0.25,-,2,overview,RW40|0.25|-|2,peak
IMG_3394_JPG_JPG.rf.272b98bcd8557aa58c7da7a4c3a5d999.jpg,IMG_3394,N40,0.75,0.75,+,2,close-up,N40|0.75|+|2,peak
IMG_3977_JPG_JPG.rf.11c1cf5174d5046f5cfffa695a67f5d5.jpg,IMG_3977,RW20T,1.00,1.0,-,2,close-up,RW20T|1.00|-|2,peak
IMG_4004_JPG_JPG.rf.263d03bb7c009660774ccda5d0d0efa3.jpg,IMG_4004,RW20T,1.5,1.5,-,2,overview,RW20T|1.5|-|2,peak
IMG_4161_JPG_JPG.rf.ab8ccbd129cf83cd2bf17a459aa76be5.jpg,IMG_4161,RW20,0.50,0.5,+,2,Side,RW20|0.50|+|2,peak
IMG_3427_JPG_JPG.rf.1c1b652629d5826bcbc1ad3fb940cf0f.jpg,IMG_3427,N40,1.00,1.0,+,2,Bottom,N40|1.00|+|2,peak
IMG_2167_JPG_JPG.rf.951074afebc90a8cce0831dcd91877e2.jpg,IMG_2167,RW40,0.75,0.75,-,2,overview,RW40|0.75|-|2,peak
IMG_3974_JPG_JPG.rf.ecfeab31d4dcdd159f62fffa1156aee9.jpg,IMG_3974,RW20T,1.00,1.0,-,2,overview,RW20T|1.00|-|2,peak
IMG_2047_JPG_JPG.rf.47c94d48fe2ec906f210b67664c0af46.jpg,IMG_2047,RW40,Q0-after-0.5,0.5,+,2,Bottom,RW40|Q0-after-0.5|+|2,residual
IMG_4264_JPG_JPG.rf.272151f068e5a6f6e92ff70ca54a9a69.jpg,IMG_4264,RW20,1.5,1.5,-,2,overview,RW20|1.5|-|2,peak
IMG_4131_JPG_JPG.rf.2b9509c5548045b6fd7ffc0a0e5bd579.jpg,IMG_4131,RW20,0.25,0.25,+,2,close-up,RW20|0.25|+|2,peak
IMG_4236_1024x683_JPG_JPG.rf.469ec342a8313393c10daa1ec22176a7.jpg,IMG_4236,RW20,1.00,1.0,-,2,close-up,RW20|1.00|-|2,peak
IMG_4218_JPG_JPG.rf.7938240294830135db6571b6646cd4c1.jpg,IMG_4218,RW20,1.00,1.0,+,2,close-up,RW20|1.00|+|2,peak
IMG_4224_JPG_JPG.rf.660c028025e44378af0d60f7db288cc9.jpg,IMG_4224,RW20,1.00,1.0,+,2,Side,RW20|1.00|+|2,peak
IMG_4262_JPG_JPG.rf.9579a0c86872f4f31325bc00ab98128a.jpg,IMG_4262,RW20,1.5,1.5,+,2,close-up,RW20|1.5|+|2,peak
IMG_3318_JPG_JPG.rf.3c76c11798e26a42470e7f66bf5fadd9.jpg,IMG_3318,N40,0.125,0.125,+,2,close-up,N40|0.125|+|2,peak
IMG_3883_JPG_JPG.rf.defc3ddc125ca7911ba0d7c0e8d9d597.jpg,IMG_3883,RW20T,0.25,0.25,-,2,overview,RW20T|0.25|-|2,peak
IMG_3350_JPG_JPG.rf.e0caefdbd55c25bebc110d935ca012ec.jpg,IMG_3350,N40,0.25,0.25,-,2,close-up,N40|0.25|-|2,peak
IMG_4114_JPG_JPG.rf.baa8bb99484302cbd6f9aae89b2fd55c.jpg,IMG_4114,RW20,0.125,0.125,+,2,close-up,RW20|0.125|+|2,peak
IMG_3348_JPG_JPG.rf.02f0743f347a79754faee31c67986980.jpg,IMG_3348,N40,0.25,0.25,-,2,Bottom,N40|0.25|-|2,peak
IMG_4158_JPG_JPG.rf.6d5f2e136fff31759b277a749adee7e8.jpg,IMG_4158,RW20,0.50,0.5,+,2,Side,RW20|0.50|+|2,peak
IMG_3338_JPG_JPG.rf.c9d1b1b21398380d67e824513e2910fd.jpg,IMG_3338,N40,0.25,0.25,+,2,close-up,N40|0.25|+|2,peak
IMG_3339_JPG_JPG.rf.ccc5d39dfb82d391cc7e5b6a7bede10b.jpg,IMG_3339,N40,0.25,0.25,+,2,close-up,N40|0.25|+|2,peak
IMG_4192_JPG_JPG.rf.aeead23d446c357c6aed98de801871f7.jpg,IMG_4192,RW20,0.75,0.75,-,2,overview,RW20|0.75|-|2,peak
IMG_3988_JPG_JPG.rf.a8a73fe0a0cb0994ab356465f13d4b9b.jpg,IMG_3988,RW20T,1.5,1.5,+,2,overview,RW20T|1.5|+|2,peak
IMG_4213_JPG_JPG.rf.d88f1450a6a6d6d417538487e67d1f55.jpg,IMG_4213,RW20,1.00,1.0,+,2,overview,RW20|1.00|+|2,peak
IMG_3989_JPG_JPG.rf.aa1ba1e9bcaaf68711e60846fc21f0e4.jpg,IMG_3989,RW20T,1.5,1.5,+,2,Bottom,RW20T|1.5|+|2,peak
IMG_4180_JPG_JPG.rf.c33e981d7ec6cf4fc517fd3730257cff.jpg,IMG_4180,RW20,0.75,0.75,+,2,overview,RW20|0.75|+|2,peak
IMG_4145_JPG_JPG.rf.8c00d47a4fcd8a5ea146a320d4bf6924.jpg,IMG_4145,RW20,0.25,0.25,-,2,Side,RW20|0.25|-|2,peak
IMG_3375_JPG_JPG.rf.56f834ce33fd975805e64b6c4f54bbf2.jpg,IMG_3375,N40,0.50,0.5,-,2,close-up,N40|0.50|-|2,peak
IMG_4005_JPG_JPG.rf.3fd7a746f18fe8ae539c600a0ab54eae.jpg,IMG_4005,RW20T,1.5,1.5,-,2,Bottom,RW20T|1.5|-|2,peak
IMG_2048_JPG_JPG.rf.0bdd44e2cac998d5ccf6a0d5be3a16f0.jpg,IMG_2048,RW40,Q0-after-0.5,0.5,+,2,close-up,RW40|Q0-after-0.5|+|2,residual
IMG_4139_JPG_JPG.rf.433fcbc019512237890e68dd7484902b.jpg,IMG_4139,RW20,0.25,0.25,-,2,close-up,RW20|0.25|-|2,peak
IMG_3380_JPG_JPG.rf.ece86395aa6d1120e2554dff9aeca35f.jpg,IMG_3380,N40,0.50,0.5,-,2,Side,N40|0.50|-|2,peak
IMG_3911_JPG_JPG.rf.a220fe4502a61b4ddffefd5186a91e2e.jpg,IMG_3911,RW20T,0.50,0.5,-,2,Bottom,RW20T|0.50|-|2,peak
IMG_2092_JPG_JPG.rf.3578d0992a23c475f109c1ea81fcad1d.jpg,IMG_2092,RW40,0.75,0.75,+,1,Bottom,RW40|0.75|+|1,peak
IMG_4134_JPG_JPG.rf.3365078a52cd9d8a08cdca1142977be3.jpg,IMG_4134,RW20,0.25,0.25,+,2,Side,RW20|0.25|+|2,peak
IMG_3357_JPG_JPG.rf.a0ff3f3d059cc4eec40363c5dd2c0c2b.jpg,IMG_3357,N40,0.50,0.5,+,2,overview,N40|0.50|+|2,peak
IMG_4250_JPG_JPG.rf.cca830fac38f178f204e5671d5d70b6b.jpg,IMG_4250,RW20,1.5,1.5,+,2,Bottom,RW20|1.5|+|2,peak
IMG_4188_JPG_JPG.rf.c2d2767f936c55d5ed81b55095feca23.jpg,IMG_4188,RW20,0.75,0.75,+,2,Side,RW20|0.75|+|2,peak
IMG_4026_JPG_JPG.rf.d9330984880514d171a1d23f02d74f48.jpg,IMG_4026,RW20T,1.6,1.6,-,1,overview,RW20T|1.6|-|1,peak
IMG_1921_JPG_JPG.rf.b901a913a77106f2faed4880aeb9a406.jpg,IMG_1921,RW40,0.25,0.25,+,1,close-up,RW40|0.25|+|1,peak
